Date,Temp
2014-11-29,-1.541666667
2014-11-30,-8.916666667
2014-12-1,-14.5
2014-12-2,-15.16666667
2014-12-3,-15.5
2014-12-4,-15.54166667
2014-12-5,-15.625
2014-12-6,-18.04166667
2014-12-7,-16.875
2014-12-8,-17.79166667
2014-12-9,-10.875
2014-12-10,-13.91666667
2014-12-11,-19.125
2014-12-12,-20.25
2014-12-13,-22.33333333
2014-12-14,-23.91304348
2014-12-15,-19.33333333
2014-12-16,-24.25
2014-12-17,-26.20833333
2014-12-18,-18.08333333
2014-12-19,-16.08333333
2014-12-20,-25.16666667
2014-12-21,-19.375
2014-12-22,-17.70833333
2014-12-23,-15.33333333
2014-12-24,-15.375
2014-12-25,-14.20833333
2014-12-26,-14.75
2014-12-27,-8.25
2014-12-28,-12.33333333
2014-12-29,-16.83333333
2014-12-30,-14.79166667
2014-12-31,-17
2015-1-1,-19.625
2015-1-2,-17.25
2015-1-3,-11.16666667
2015-1-4,-13.375
2015-1-5,-12.79166667
2015-1-6,-17.91666667
2015-1-7,-18.375
2015-1-8,-15.45833333
2015-1-9,-16.625
2015-1-10,-16.875
2015-1-11,-19.75
2015-1-12,-15.41666667
2015-1-13,-10.125
2015-1-14,-15.66666667
2015-1-15,-16.375
2015-1-16,-16.29166667
2015-1-17,-15.29166667
2015-1-18,-13.83333333
2015-1-19,-20.04166667
2015-1-20,-17.33333333
2015-1-21,-19.65217391
2015-1-22,-16.25
2015-1-23,-11.20833333
2015-1-24,-15.41666667
2015-1-25,-7.916666667
2015-1-26,-16.83333333
2015-1-27,-20.04166667
2015-1-28,-17.125
2015-1-29,-14.875
2015-1-30,-17.58333333
2015-1-31,-17.45833333
2015-2-1,-13.58333333
2015-2-2,-14.5
2015-2-3,-13.625
2015-2-4,-13.25
2015-2-5,-11.66666667
2015-2-6,-8.708333333
2015-2-7,-20.58333333
2015-2-8,-22.29166667
2015-2-9,-20.75
2015-2-10,-16.91666667
2015-2-11,-13.75
2015-2-12,-15.29166667
2015-2-13,-13.45833333
2015-2-14,-12.16666667
2015-2-15,-8.291666667
2015-2-16,-3.166666667
2015-2-17,-5.375
2015-2-18,-10.70833333
2015-2-19,-7.666666667
2015-2-20,-1
2015-2-21,-0.1666666667
2015-2-22,-6.958333333
2015-2-23,-11.58333333
2015-2-24,-16.125
2015-2-25,-13.375
2015-2-26,-13.16666667
2015-2-27,-10.875
2015-2-28,-5.583333333
2015-3-1,-10.16666667
2015-3-2,-13.375
2015-3-3,-10.83333333
2015-3-4,-13.04545455
2015-3-5,-7.666666667
2015-3-6,-1.25
2015-3-7,-6.208333333
2015-3-8,-7.625
2015-3-9,-14.375
2015-3-10,-13.45833333
2015-3-11,-9.652173913
2015-3-12,-7.666666667
2015-3-13,-4.75
2015-3-14,-0.9583333333
2015-3-15,1.913043478
2015-3-16,0.6666666667
2015-3-17,0.375
2015-3-18,3.125
2015-3-19,2.875
2015-3-20,2.791666667
2015-3-21,1.791666667
2015-3-22,-4.791666667
2015-3-23,-3.125
2015-3-24,1.333333333
2015-3-25,9.166666667
2015-3-26,13.41666667
2015-3-27,13.04166667
2015-3-28,2.333333333
2015-3-29,9.708333333
2015-3-30,6.25
2015-3-31,1.208333333
2015-4-1,6.666666667
2015-4-2,4.416666667
2015-4-3,4.333333333
2015-4-4,1.291666667
2015-4-5,-2.958333333
2015-4-6,-4
2015-4-7,-0.5416666667
2015-4-8,4.958333333
2015-4-9,4.375
2015-4-10,3
2015-4-11,1.208333333
2015-4-12,1.583333333
2015-4-13,9.541666667
2015-4-14,10.83333333
2015-4-15,15.5
2015-4-16,6.25
2015-4-17,5.541666667
2015-4-18,9.791666667
2015-4-19,7.958333333
2015-4-20,8.083333333
2015-4-21,7.375
2015-4-22,15.125
2015-4-23,9
2015-4-24,10.5
2015-4-25,19.66666667
2015-4-26,23.58333333
2015-4-27,19.875
2015-4-28,19.45833333
2015-4-29,22.58333333
2015-4-30,17.58333333
2015-5-1,17.75
2015-5-2,13.04166667
2015-5-3,12.95833333
2015-5-4,10.79166667
2015-5-5,8.583333333
2015-5-6,6.166666667
2015-5-7,9.208333333
2015-5-8,6.125
2015-5-9,9
2015-5-10,14.33333333
2015-5-11,10.25
2015-5-12,9.333333333
2015-5-13,10.41666667
2015-5-14,11.58333333
2015-5-15,10.54166667
2015-5-16,9.5
2015-5-17,13.13043478
2015-5-18,11.375
2015-5-19,12.75
2015-5-20,17.29166667
2015-5-21,18.83333333
2015-5-22,19.375
2015-5-23,22.91666667
2015-5-24,25.95833333
2015-5-25,18.375
2015-5-26,17.625
2015-5-27,21.54166667
2015-5-28,21.125
2015-5-29,18.125
2015-5-30,17.66666667
2015-5-31,19.66666667
2015-6-1,16.54166667
2015-6-2,12.79166667
2015-6-3,18.5
2015-6-4,23.75
2015-6-5,17.41666667
2015-6-6,15.125
2015-6-7,15.5
2015-6-8,17.125
2015-6-9,18.70833333
2015-6-10,21.25
2015-6-11,20.33333333
2015-6-12,17.16666667
2015-6-13,21
2015-6-14,23.70833333
2015-6-15,26.04166667
2015-6-16,27.08333333
2015-6-17,24.79166667
2015-6-18,20.91666667
2015-6-19,22.625
2015-6-20,24.33333333
2015-6-21,27.7826087
2015-6-22,26.95833333
2015-6-23,26
2015-6-24,26.04166667
2015-6-25,21.04166667
2015-6-26,23.04166667
2015-6-27,24.5
2015-6-28,22.875
2015-6-29,18.16666667
2015-6-30,20.04166667
2015-7-1,17.16666667
2015-7-2,18
2015-7-3,20
2015-7-4,22.125
2015-7-5,22.91666667
2015-7-6,23.875
2015-7-7,24.29166667
2015-7-8,25.41666667
2015-7-9,27.08333333
2015-7-10,28
2015-7-11,24.5
2015-7-12,24.16666667
2015-7-13,23.45833333
2015-7-14,20.79166667
2015-7-15,19.83333333
2015-7-16,20.54166667
2015-7-17,20.54166667
2015-7-18,22.625
2015-7-19,24.75
2015-7-20,26.29166667
2015-7-21,22.25
2015-7-22,25.16666667
2015-7-23,24.45833333
2015-7-24,23.25
2015-7-25,23.79166667
2015-7-26,23.33333333
2015-7-27,22.08333333
2015-7-28,21.91666667
2015-7-29,23
2015-7-30,22.75
2015-7-31,23.25
2015-8-1,24.875
2015-8-2,24.08333333
2015-8-3,25.33333333
2015-8-4,24.70833333
2015-8-5,26.125
2015-8-6,23.41666667
2015-8-7,24.58333333
2015-8-8,22.66666667
2015-8-9,21.58333333
2015-8-10,23.04166667
2015-8-11,21.66666667
2015-8-12,23.5
2015-8-13,24.58333333
2015-8-14,25.33333333
2015-8-15,21.5
2015-8-16,20.375
2015-8-17,20.91666667
2015-8-18,22.125
2015-8-19,21.83333333
2015-8-20,19.29166667
2015-8-21,18.79166667
2015-8-22,19.125
2015-8-23,19.625
2015-8-24,20.95833333
2015-8-25,20.41666667
2015-8-26,20.91666667
2015-8-27,17.70833333
2015-8-28,18.20833333
2015-8-29,18.58333333
2015-8-30,19.58333333
2015-8-31,19.70833333
2015-9-1,19.95833333
2015-9-2,20.125
2015-9-3,18.20833333
2015-9-4,14.5
2015-9-5,13.70833333
2015-9-6,16.91666667
2015-9-7,15.83333333
2015-9-8,20.45833333
2015-9-9,13.04166667
2015-9-10,14.33333333
2015-9-11,13.70833333
2015-9-12,12.04166667
2015-9-13,14
2015-9-14,20.54166667
2015-9-15,20.625
2015-9-16,21.16666667
2015-9-17,20.16666667
2015-9-18,20.08333333
2015-9-19,14.54166667
2015-9-20,15.70833333
2015-9-21,18.08333333
2015-9-22,18.91666667
2015-9-23,9.083333333
2015-9-24,11.875
2015-9-25,10.66666667
2015-9-26,10.20833333
2015-9-27,10.75
2015-9-28,10.29166667
2015-9-29,9.958333333
2015-9-30,12.33333333
2015-10-1,6.541666667
2015-10-2,7.166666667
2015-10-3,5.166666667
2015-10-4,8.916666667
2015-10-5,16.41666667
2015-10-6,16.91666667
2015-10-7,18.125
2015-10-8,6.666666667
2015-10-9,7.666666667
2015-10-10,6.625
2015-10-11,5.75
2015-10-12,4.666666667
2015-10-13,3.333333333
2015-10-14,8.708333333
2015-10-15,13.5
2015-10-16,16.70833333
2015-10-17,9.416666667
2015-10-18,2.541666667
2015-10-19,2.416666667
2015-10-20,1.708333333
2015-10-21,4.75
2015-10-22,9.541666667
2015-10-23,9.416666667
2015-10-24,-0.7083333333
2015-10-25,1.083333333
2015-10-26,4.666666667
2015-10-27,-1.291666667
2015-10-28,-2.5
2015-10-29,-4.041666667
2015-10-30,-2.916666667
2015-10-31,1.5
2015-11-1,5.315789474
2015-11-2,1.708333333
2015-11-3,11.33333333
2015-11-4,8.375
2015-11-5,-4.590909091
2015-11-6,-5
2015-11-7,-3.541666667
2015-11-8,-2.041666667
2015-11-9,-4.375
2015-11-10,-8.083333333
2015-11-11,-9
2015-11-12,-1.291666667
2015-11-13,3.666666667
2015-11-14,7.833333333
2015-11-15,-2.916666667
2015-11-16,-6.166666667
2015-11-17,-9.708333333
2015-11-18,-6.583333333
2015-11-19,-9.333333333
2015-11-20,-11.08333333
2015-11-21,-11.41666667
2015-11-22,-12.45833333
2015-11-23,-15.375
2015-11-24,-15.66666667
2015-11-25,-15.04166667
2015-11-26,-14.95833333
2015-11-27,-12.875
2015-11-28,-13.79166667
2015-11-29,-9.875
2015-11-30,-8.916666667
2015-12-1,-3.75
2015-12-2,-8.708333333
2015-12-3,-11.625
2015-12-4,-9.5
2015-12-5,-13.66666667
2015-12-6,-21.125
2015-12-7,-19.41666667
2015-12-8,-7.083333333
2015-12-9,-2.375
2015-12-10,-11.70833333
2015-12-11,-15
2015-12-12,-16.25
2015-12-13,-19.25
2015-12-14,-10.70833333
2015-12-15,-13.125
2015-12-16,-18.04166667
2015-12-17,-14.66666667
2015-12-18,-15.16666667
2015-12-19,-8.666666667
2015-12-20,-6.375
2015-12-21,-10.625
2015-12-22,-12.04166667
2015-12-23,-17.41666667
2015-12-24,-21.25
2015-12-25,-23.45833333
2015-12-26,-25.08333333
2015-12-27,-22.33333333
2015-12-28,-21
2015-12-29,-22.41666667
2015-12-30,-19.20833333
2015-12-31,-13.66666667
2016-1-1,-12.70833333
2016-1-2,-19.83333333
2016-1-3,-18.375
2016-1-4,-18.41666667
2016-1-5,-13.79166667
2016-1-6,-17.20833333
2016-1-7,-18.125
2016-1-8,-17.08333333
2016-1-9,-19.29166667
2016-1-10,-20.04166667
2016-1-11,-20.16666667
2016-1-12,-16.58333333
2016-1-13,-22.16666667
2016-1-14,-21.83333333
2016-1-15,-23.04166667
2016-1-16,-26.125
2016-1-17,-25.41666667
2016-1-18,-21.33333333
2016-1-19,-22.45833333
2016-1-20,-26.08333333
2016-1-21,-24.875
2016-1-22,-26.83333333
2016-1-23,-25.125
2016-1-24,-19.91666667
2016-1-25,-14.91666667
2016-1-26,-16.29166667
2016-1-27,-17.20833333
2016-1-28,-20.54166667
2016-1-29,-24.16666667
2016-1-30,-22.95833333
2016-1-31,-21.29166667
2016-2-1,-18.58333333
2016-2-2,-15.375
2016-2-3,-13.625
2016-2-4,-15.08333333
2016-2-5,-16.33333333
2016-2-6,-12.66666667
2016-2-7,-10.91666667
2016-2-8,-15.625
2016-2-9,-14.20833333
2016-2-10,-4.375
2016-2-11,1.583333333
2016-2-12,-3.041666667
2016-2-13,-9.916666667
2016-2-14,-16.58333333
2016-2-15,-12.5
2016-2-16,-10.91666667
