date,ke_Close,ke_Volume,ke_Open,ke_High,ke_Low,zo_Close,zo_Volume,zo_Open,zo_High,zo_Low,zr_Close,zr_Volume,zr_Open,zr_High,zr_Low,zw_Close,zw_Volume,zw_Open,zw_High,zw_Low
2022-11-16,946.0,15434.0,955.0,957.0,933.5,395.5,312.0,397.0,400.0,387.5,17.74,418.0,17.8,17.81,17.515,837.25,40754.0,848.0,854.0,822.5
2022-11-15,954.5,27740.0,950.0,966.25,938.0,398.0,331.0,394.0,399.25,389.75,17.78,446.0,17.93,17.94,17.765,848.0,54236.0,838.25,862.5,820.0
2022-11-14,949.75,16394.0,945.25,959.5,937.25,394.25,121.0,388.0,394.75,386.0,17.955,821.0,17.955,18.015,17.805,838.25,33557.0,835.5,848.0,825.75
2022-11-11,939.0,16217.0,921.5,941.25,919.0,387.0,130.0,379.0,387.5,377.75,17.975,844.0,17.98,18.04,17.895,813.75,62640.0,804.25,819.5,799.5
2022-11-10,925.25,21212.0,932.75,937.75,917.0,378.25,83.0,385.25,388.0,376.5,18.005,576.0,17.915,18.045,17.87,803.5,68403.0,806.75,815.75,795.5
2022-11-09,930.0,20063.0,947.0,951.25,928.75,380.5,86.0,388.0,388.0,376.25,17.985,655.0,17.91,18.0,17.855,806.5,84598.0,829.25,834.0,805.25
2022-11-08,945.75,16975.0,958.5,971.0,942.75,380.75,200.0,383.25,385.5,375.75,17.925,798.0,17.795,17.93,17.75,827.75,61777.0,847.75,855.0,824.75
2022-11-07,957.25,19202.0,953.5,971.75,940.25,385.25,382.0,388.5,390.0,380.0,17.79,759.0,17.695,17.81,17.69,845.75,63166.0,851.0,863.75,834.0
2022-11-04,953.25,13301.0,943.75,958.5,939.0,390.75,197.0,387.0,395.5,385.25,17.695,717.0,17.5,17.765,17.49,847.75,42218.0,842.0,855.5,834.0
2022-11-03,941.25,15053.0,941.75,949.5,925.25,384.5,322.0,387.0,391.25,380.0,17.585,806.0,17.51,17.705,17.28,840.5,46114.0,844.75,849.0,827.75
2022-11-02,940.25,21464.0,985.25,990.25,936.0,391.0,391.0,399.5,400.5,376.75,17.58,1525.0,17.59,17.73,17.45,846.0,91436.0,898.5,902.0,837.75
2022-11-01,990.0,23307.0,979.0,991.0,960.75,399.5,558.0,390.75,400.0,386.0,17.65,2268.0,16.985,17.735,16.95,902.5,72338.0,878.5,904.0,867.75
2022-10-31,978.75,31450.0,962.0,982.5,950.0,389.0,784.0,375.75,392.75,375.75,16.985,1139.0,16.535,17.0,16.535,882.25,93064.0,884.5,893.25,853.75
2022-10-28,925.0,12570.0,934.0,934.5,915.25,366.5,316.0,360.0,368.0,352.25,16.505,1140.0,16.39,16.525,16.295,829.25,32109.0,839.75,840.25,822.5
2022-10-27,932.25,13468.0,941.0,955.75,929.5,358.5,215.0,360.5,362.5,350.75,16.345,1100.0,16.395,16.455,16.28,838.5,34715.0,843.5,858.0,833.5
2022-10-26,940.75,13150.0,934.5,946.25,923.0,356.5,286.0,356.5,360.0,347.25,16.37,1123.0,16.545,16.55,16.335,840.5,37937.0,836.25,846.5,824.0
2022-10-25,934.5,14795.0,938.0,943.0,924.0,357.5,588.0,366.75,366.75,338.5,16.53,825.0,16.56,16.625,16.53,834.75,39636.0,840.0,844.75,826.75
2022-10-24,938.0,12745.0,951.0,953.25,931.5,362.25,552.0,380.5,384.25,355.5,16.575,1461.0,16.68,16.775,16.56,838.75,36624.0,853.75,856.5,833.5
2022-10-21,948.25,11014.0,950.0,959.5,929.5,376.25,275.0,381.25,381.25,371.0,16.36,811.0,16.45,16.5,16.25,850.75,39943.0,850.25,863.0,833.0
2022-10-20,949.75,10976.0,944.5,955.0,938.25,375.5,344.0,374.0,385.25,373.25,16.45,1136.0,16.5,16.525,16.435,849.25,32480.0,844.5,855.75,836.75
2022-10-19,941.75,14312.0,942.25,960.5,935.0,374.75,531.0,387.5,392.5,373.0,16.485,366.0,16.55,16.555,16.475,841.25,38687.0,847.0,862.75,835.5
2022-10-18,944.5,18964.0,952.0,957.5,929.0,387.25,348.0,390.0,393.25,382.75,16.54,1122.0,16.655,16.67,16.5,849.5,44193.0,862.0,866.0,832.75
2022-10-17,952.0,14818.0,954.0,969.25,948.0,389.0,217.0,399.75,402.5,386.25,16.67,489.0,16.73,16.765,16.655,861.0,41064.0,860.0,877.75,855.25
2022-10-14,952.25,15262.0,982.0,989.5,950.75,397.75,345.0,407.5,408.75,392.0,16.735,486.0,16.76,16.805,16.72,859.75,42256.0,894.25,898.75,857.25
2022-10-13,982.25,18076.0,971.0,996.75,952.5,407.5,483.0,401.0,410.0,399.5,16.76,432.0,16.81,16.83,16.72,892.25,62017.0,883.75,906.25,863.0
2022-10-12,970.0,18025.0,992.25,993.75,967.0,402.5,382.0,393.75,404.5,393.75,16.81,861.0,16.73,16.88,16.695,882.25,42751.0,902.0,903.75,876.25
2022-10-11,990.75,18129.0,1018.25,1021.75,988.25,392.25,192.0,386.0,398.75,385.25,16.72,1366.0,16.73,16.76,16.685,901.0,62402.0,934.0,936.75,898.0
2022-10-10,1024.25,21473.0,980.5,1037.5,978.75,384.75,298.0,381.5,394.75,381.25,16.715,1147.0,16.825,16.915,16.705,938.0,71821.0,895.25,949.75,891.5
2022-10-07,968.75,12948.0,971.75,985.0,963.5,379.0,342.0,399.75,400.0,377.25,16.825,654.0,16.915,16.915,16.81,880.25,36486.0,883.25,896.75,872.5
2022-10-06,965.0,16975.0,992.0,995.0,959.75,397.0,213.0,399.0,405.0,391.5,16.89,668.0,16.985,16.995,16.87,879.0,43406.0,905.75,907.75,873.25
2022-10-05,990.25,15588.0,988.75,1008.75,980.25,402.5,130.0,403.5,404.25,396.0,16.97,608.0,16.96,17.045,16.905,902.0,38121.0,903.25,919.75,894.25
2022-10-04,990.25,18204.0,990.75,1011.0,985.5,403.5,218.0,399.0,406.5,398.0,16.965,720.0,16.93,17.025,16.91,903.0,47216.0,916.25,927.0,897.5
2022-10-03,988.75,18496.0,997.0,1009.75,981.25,400.5,388.0,388.0,401.75,387.75,16.935,1064.0,17.155,17.25,16.92,912.0,50239.0,930.0,938.75,908.5
2022-09-30,991.5,27613.0,971.0,1010.75,963.5,390.0,358.0,383.75,400.0,382.0,17.17,553.0,17.325,17.42,17.16,921.5,73757.0,899.75,945.75,892.75
2022-09-29,966.75,15136.0,974.5,986.0,959.5,382.75,182.0,382.5,391.75,380.75,17.35,372.0,17.395,17.47,17.315,896.25,40124.0,902.5,914.5,887.75
2022-09-28,976.0,15084.0,946.5,977.5,935.25,378.0,383.0,374.75,383.5,370.25,17.36,255.0,17.305,17.38,17.27,903.25,49033.0,874.25,905.0,862.0
2022-09-27,943.25,13726.0,928.25,964.25,928.25,370.0,357.0,376.5,387.75,369.0,17.315,306.0,17.35,17.55,17.265,871.5,47399.0,857.5,894.5,857.0
2022-09-26,929.5,16042.0,950.5,961.5,926.75,378.5,429.0,398.75,399.0,376.5,17.35,548.0,17.375,17.39,17.19,858.0,47438.0,877.0,890.75,854.25
2022-09-23,950.5,13756.0,976.75,980.0,945.75,395.0,430.0,417.5,417.5,392.25,17.38,411.0,17.395,17.42,17.36,880.5,52333.0,908.75,913.0,876.0
2022-09-22,979.5,16785.0,964.25,989.75,951.75,417.0,226.0,418.0,419.75,411.0,17.385,389.0,17.605,17.62,17.325,910.75,56652.0,896.5,922.5,891.0
2022-09-21,967.0,18750.0,953.75,982.0,944.25,417.75,279.0,415.0,420.0,410.25,17.625,258.0,17.72,17.78,17.54,903.75,86604.0,886.5,919.5,873.0
2022-09-20,963.0,19549.0,908.75,964.75,906.0,413.25,298.0,401.25,417.0,401.25,17.725,193.0,17.615,17.795,17.615,893.75,68458.0,827.75,896.75,825.5
2022-09-19,909.75,14291.0,934.0,934.0,896.25,402.25,205.0,396.25,406.0,396.25,17.635,251.0,17.79,17.815,17.575,830.5,44262.0,857.25,861.25,819.25
2022-09-16,935.25,14541.0,925.0,944.25,910.25,396.0,174.0,397.5,399.75,390.5,17.825,330.0,17.79,17.875,17.65,859.75,44859.0,846.75,866.5,830.75
2022-09-15,926.25,15879.0,947.0,958.0,922.75,394.25,270.0,402.5,404.25,384.0,17.82,385.0,17.715,17.945,17.63,845.0,50456.0,874.0,884.75,843.25
2022-09-14,947.0,14409.0,933.75,951.75,928.75,398.5,201.0,400.75,408.5,395.5,17.8,390.0,17.785,17.89,17.67,872.25,43446.0,862.5,874.75,849.25
2022-09-13,933.75,13498.0,926.75,945.75,921.75,402.0,368.0,409.5,410.0,392.75,17.785,375.0,17.695,17.835,17.605,860.5,46631.0,858.0,876.25,850.5
2022-09-12,927.0,16013.0,925.25,936.25,914.25,410.0,482.0,396.0,410.0,391.0,17.7,468.0,17.585,17.76,17.39,858.75,57614.0,864.75,878.0,848.5
2022-09-09,929.25,15394.0,893.75,933.0,890.25,393.25,252.0,384.5,395.5,381.0,17.585,335.0,17.195,17.67,17.195,869.5,49121.0,829.0,872.5,826.0
2022-09-08,893.0,14424.0,897.5,916.75,881.75,376.25,216.0,383.0,389.0,375.0,17.24,391.0,17.085,17.27,17.0,829.0,50719.0,837.0,857.25,818.0
2022-09-07,901.5,24058.0,880.5,934.0,874.0,376.5,290.0,384.25,395.0,373.0,17.055,928.0,17.23,17.23,16.97,844.25,79408.0,816.75,873.5,809.25
2022-09-06,882.0,13623.0,878.0,894.0,871.5,383.75,328.0,389.25,402.5,377.5,17.13,635.0,17.6,17.815,17.08,817.0,34896.0,814.75,825.0,801.25
2022-09-02,877.75,12610.0,870.25,893.0,870.25,379.75,354.0,375.0,386.75,364.0,17.665,362.0,17.635,17.94,17.635,811.0,34212.0,797.75,819.5,796.25
2022-09-01,868.0,17767.0,910.25,914.75,865.0,377.0,365.0,394.25,397.0,372.0,17.675,689.0,17.87,17.95,17.585,794.25,55994.0,828.25,835.0,791.25
2022-08-31,912.5,15834.0,897.0,915.75,885.0,395.75,220.0,398.0,398.0,388.0,17.84,629.0,17.715,17.955,17.715,831.5,46943.0,820.0,839.25,806.25
2022-08-30,897.75,18520.0,911.0,916.0,887.5,398.0,325.0,409.5,413.5,393.0,17.79,953.0,17.65,17.85,17.54,820.25,56889.0,840.25,846.25,816.5
2022-08-29,912.5,19776.0,882.25,921.5,870.25,411.75,259.0,402.5,418.5,400.25,17.645,1184.0,17.6,17.675,16.85,842.75,70744.0,806.0,849.0,794.25
2022-08-26,882.25,16115.0,857.5,888.25,857.5,402.5,226.0,405.25,406.0,396.0,17.665,762.0,17.435,17.68,17.435,805.25,51552.0,784.0,812.5,783.25
2022-08-25,866.25,20358.0,891.25,905.0,863.75,408.25,186.0,418.5,424.0,404.0,17.53,1010.0,17.565,17.68,17.435,789.0,45948.0,813.25,821.5,785.75
2022-08-24,893.25,22470.0,879.0,899.0,874.5,418.25,381.0,408.75,419.75,405.25,17.605,1484.0,17.585,17.82,17.55,813.25,47127.0,800.5,817.75,792.25
2022-08-23,879.0,23985.0,864.75,895.0,862.75,408.0,421.0,393.5,409.75,391.0,17.29,1213.0,17.14,17.33,17.14,800.5,51036.0,787.5,819.75,785.0
2022-08-22,866.0,18950.0,846.5,869.75,838.0,389.5,205.0,385.5,394.5,384.0,17.125,733.0,16.99,17.225,16.99,788.25,43396.0,771.25,791.75,762.5
2022-08-19,847.0,19882.0,816.0,849.75,815.25,387.25,190.0,375.0,392.0,370.0,17.085,889.0,16.585,17.14,16.585,771.0,39139.0,751.0,773.75,745.25
2022-08-18,815.25,22187.0,854.75,855.5,808.5,381.0,348.0,404.0,404.0,375.0,16.555,1651.0,16.66,16.69,16.495,749.0,56362.0,781.75,783.5,743.25
2022-08-17,853.0,19450.0,874.25,886.25,843.0,404.25,85.0,409.0,413.5,401.5,16.665,843.0,16.885,16.885,16.66,780.5,42357.0,802.75,813.75,777.0
2022-08-16,873.25,12681.0,881.0,894.75,870.25,409.25,128.0,424.25,425.25,404.0,16.9,279.0,17.03,17.11,16.885,802.75,29061.0,815.0,827.25,798.75
2022-08-15,885.0,14963.0,887.75,888.5,861.25,426.75,129.0,427.0,433.75,407.25,17.075,302.0,17.175,17.18,16.95,817.75,29279.0,819.25,821.0,795.25
2022-08-12,892.5,18368.0,889.0,896.5,864.0,427.5,205.0,421.25,435.25,420.75,17.155,282.0,17.06,17.19,16.96,822.5,37114.0,825.0,825.0,798.0
2022-08-11,892.0,24238.0,877.5,897.0,870.5,424.0,356.0,407.5,428.0,401.5,17.08,314.0,16.985,17.195,16.985,826.25,49601.0,816.25,836.0,810.75
2022-08-10,876.75,23171.0,857.75,883.0,857.75,405.75,121.0,415.75,417.75,404.25,16.945,304.0,16.975,17.055,16.85,816.25,48896.0,799.25,824.25,798.75
2022-08-09,858.25,17607.0,861.0,875.75,848.25,416.25,219.0,417.0,429.25,414.25,17.0,215.0,17.13,17.24,16.975,781.5,50954.0,785.75,801.25,772.75
2022-08-08,847.75,15727.0,848.0,862.75,829.75,424.5,242.0,410.75,428.75,404.0,17.195,622.0,17.21,17.29,17.02,779.75,49640.0,776.5,793.75,760.75
2022-08-05,848.25,20775.0,860.0,877.25,844.75,405.75,178.0,400.5,414.75,396.0,17.34,611.0,17.255,17.455,17.21,775.75,44264.0,782.0,796.75,769.75
2022-08-04,860.25,22291.0,836.0,865.25,831.0,399.25,217.0,401.25,403.0,391.0,17.325,703.0,17.045,17.35,17.005,782.5,44063.0,768.0,789.5,758.25
2022-08-03,835.5,21252.0,839.75,857.25,823.25,394.75,332.0,411.5,428.0,393.5,17.06,423.0,16.81,17.08,16.68,763.75,47872.0,774.0,790.25,752.0
2022-08-02,842.25,15374.0,860.0,860.75,838.5,416.0,163.0,432.75,434.75,405.5,16.775,473.0,16.665,16.86,16.65,774.75,42966.0,795.0,795.75,772.75
2022-08-01,866.5,14414.0,878.0,886.5,845.25,435.25,318.0,443.0,443.0,428.0,16.66,742.0,16.875,16.915,16.63,800.25,38272.0,812.75,820.25,781.25
2022-07-29,874.5,15050.0,886.25,915.25,870.5,443.0,355.0,437.25,450.0,434.0,16.885,706.0,17.01,17.12,16.885,807.75,44280.0,817.0,845.75,801.0
2022-07-28,889.75,11622.0,861.5,894.75,860.0,438.0,251.0,433.75,440.0,428.5,17.02,411.0,17.005,17.07,16.94,817.0,35486.0,786.25,824.25,786.25
2022-07-27,861.75,16743.0,876.0,889.0,853.0,429.5,178.0,432.75,443.0,425.0,17.085,232.0,17.03,17.16,17.03,790.25,39280.0,802.5,818.75,782.0
2022-07-26,877.0,14639.0,841.0,878.5,841.0,428.5,167.0,418.0,436.0,418.0,17.095,373.0,16.905,17.19,16.885,803.75,40530.0,773.0,806.0,772.25
2022-07-25,839.75,20364.0,848.0,853.0,823.25,418.25,230.0,426.25,439.0,413.25,16.93,302.0,16.76,16.97,16.76,770.0,45198.0,787.0,793.5,760.5
2022-07-22,820.25,22647.0,859.75,861.75,814.5,431.0,149.0,453.0,453.25,418.0,16.865,216.0,16.95,17.01,16.795,759.0,63009.0,803.25,807.25,754.0
2022-07-21,861.25,15193.0,870.0,887.0,852.25,454.5,176.0,456.0,458.0,442.75,16.985,303.0,16.84,17.03,16.81,806.25,40349.0,819.5,834.0,795.5
2022-07-20,870.5,13200.0,869.75,897.75,858.0,455.0,108.0,462.5,467.0,453.0,16.945,593.0,17.12,17.225,16.76,819.5,36233.0,810.25,843.5,801.0
2022-07-19,869.25,15790.0,873.25,877.75,853.0,461.75,148.0,466.0,469.0,458.0,17.16,891.0,16.97,17.29,16.955,812.25,42921.0,808.5,822.25,792.5
2022-07-18,874.0,15775.0,847.5,884.25,836.75,463.0,130.0,456.5,476.25,449.75,17.07,1110.0,16.625,17.305,16.56,812.75,40128.0,787.25,825.0,778.5
2022-07-15,837.5,16505.0,848.75,854.0,820.0,443.75,85.0,444.75,462.25,438.25,16.525,375.0,16.395,16.6,16.36,776.75,40309.0,798.0,804.75,765.75
2022-07-14,848.75,15136.0,863.0,881.75,845.75,443.0,117.0,432.75,448.5,429.0,16.4,199.0,16.41,16.465,16.325,795.0,50155.0,812.75,829.5,792.0
2022-07-13,862.25,16567.0,867.5,890.5,853.25,436.0,166.0,436.0,455.5,430.0,16.425,115.0,16.44,16.515,16.325,810.75,44476.0,813.5,840.5,806.75
2022-07-12,867.75,17372.0,915.25,925.5,864.25,435.75,135.0,467.75,470.0,429.0,16.45,279.0,16.455,16.625,16.305,814.25,47900.0,855.25,869.5,810.0
2022-07-11,915.25,20481.0,977.75,992.5,907.5,468.0,101.0,471.25,479.0,461.5,16.535,230.0,16.47,16.6,16.41,856.5,49420.0,928.75,935.25,853.75
2022-07-08,945.75,20153.0,889.25,948.25,889.25,468.5,143.0,444.0,470.5,444.0,16.455,279.0,16.355,16.5,16.28,891.5,46890.0,838.25,894.75,838.25
2022-07-07,889.25,22721.0,853.75,896.0,853.75,442.25,105.0,435.0,446.25,432.25,16.385,466.0,16.08,16.4,16.08,836.5,44805.0,807.75,846.0,807.75
2022-07-06,851.5,21326.0,862.0,887.25,832.5,433.75,213.0,444.0,458.0,429.0,16.18,600.0,16.11,16.225,16.05,804.5,55621.0,807.0,838.5,785.25
2022-07-05,862.0,22303.0,910.0,911.0,859.5,446.75,191.0,486.0,487.75,444.0,16.11,998.0,16.4,16.475,16.1,807.0,51840.0,842.25,842.5,804.5
2022-07-01,913.5,18691.0,956.0,961.75,906.0,488.0,140.0,503.0,503.0,485.5,16.42,436.0,16.7,16.81,16.38,846.0,49131.0,890.0,896.25,840.5
2022-06-30,951.75,22819.0,994.0,1007.25,950.75,502.0,153.0,505.0,505.75,480.75,16.745,285.0,16.75,16.82,16.63,884.0,64071.0,930.0,939.5,881.0
2022-06-29,991.25,17578.0,990.0,1010.0,987.75,508.0,133.0,501.75,511.75,500.0,16.8,611.0,16.65,16.92,16.575,930.0,48556.0,936.0,956.0,929.0
2022-06-28,990.25,24462.0,988.75,1003.5,978.75,503.5,277.0,497.0,514.0,491.5,16.58,515.0,16.4,16.695,16.38,936.0,51218.0,923.5,949.75,921.0
2022-06-27,978.75,20786.0,996.0,1009.75,977.5,497.0,204.0,524.0,525.75,485.5,16.445,595.0,16.51,16.605,16.41,917.5,46164.0,933.25,952.25,913.5
2022-06-24,998.25,22849.0,1012.25,1027.5,997.25,518.25,332.0,538.5,541.5,512.75,16.41,435.0,16.415,16.525,16.37,936.5,41402.0,945.75,973.0,934.25
2022-06-23,1010.75,23408.0,1043.0,1044.0,1006.25,538.5,328.0,584.75,584.75,537.5,16.475,640.0,16.655,16.655,16.36,949.25,44508.0,985.0,987.0,946.5
2022-06-22,1045.75,24474.0,1051.0,1072.75,1032.5,621.75,331.0,632.0,633.25,615.0,16.685,858.0,16.5,16.7,16.38,988.75,48677.0,990.0,1018.5,972.25
2022-06-21,1048.25,26998.0,1110.0,1112.75,1043.5,636.5,255.0,658.25,659.5,632.25,16.505,347.0,16.605,16.645,16.485,987.25,55018.0,1046.0,1046.0,985.5
2022-06-17,1112.0,17229.0,1154.5,1160.0,1109.75,664.5,138.0,658.25,667.75,655.25,16.6,725.0,16.705,16.75,16.455,1046.75,34573.0,1090.0,1096.0,1042.75
2022-06-16,1155.75,12929.0,1143.75,1166.75,1135.0,658.25,74.0,663.0,663.0,655.25,16.725,725.0,16.84,16.96,16.69,1090.5,30572.0,1063.5,1096.5,1060.0
2022-06-15,1140.25,16711.0,1149.25,1152.25,1132.75,661.25,206.0,661.5,674.5,656.25,16.815,450.0,16.825,16.9,16.745,1063.5,26811.0,1070.0,1073.25,1051.5
2022-06-14,1149.25,11736.0,1165.25,1168.25,1146.75,666.75,259.0,662.5,670.5,653.0,16.555,655.0,16.3,16.61,16.295,1065.25,28601.0,1086.0,1088.0,1061.75
2022-06-13,1168.75,15898.0,1172.5,1190.0,1153.0,659.75,269.0,650.0,661.75,631.5,16.38,672.0,16.265,16.555,16.11,1086.0,40346.0,1086.0,1107.75,1068.0
2022-06-10,1162.5,19254.0,1153.75,1167.75,1140.0,651.25,121.0,669.75,670.0,649.0,16.25,1301.0,16.565,16.575,16.22,1070.75,53652.0,1074.5,1081.25,1053.0
2022-06-09,1153.75,28339.0,1155.75,1163.5,1130.0,667.5,109.0,661.75,677.0,657.5,16.635,759.0,16.945,16.945,16.56,1071.25,61135.0,1076.25,1082.0,1044.25
2022-06-08,1155.0,19721.0,1152.25,1168.0,1141.75,661.5,216.0,668.25,668.25,650.5,16.92,444.0,16.86,17.04,16.775,1074.75,59630.0,1073.0,1089.0,1061.75
2022-06-07,1149.25,23515.0,1170.0,1177.0,1135.5,668.0,226.0,680.75,694.75,665.25,16.94,520.0,17.2,17.235,16.885,1071.75,75811.0,1093.0,1101.0,1058.5
2022-06-06,1170.0,16422.0,1134.25,1184.75,1134.25,680.25,122.0,690.0,690.75,671.25,17.23,508.0,16.87,17.25,16.765,1093.0,56628.0,1060.0,1108.75,1060.0
2022-06-03,1121.0,16596.0,1146.0,1157.5,1119.0,690.5,224.0,655.0,692.5,654.0,16.795,460.0,16.97,17.045,16.78,1040.0,38400.0,1061.5,1069.25,1036.25
2022-06-02,1143.5,17856.0,1130.75,1163.0,1127.75,653.5,263.0,648.75,662.75,647.25,16.975,505.0,17.06,17.32,16.95,1058.25,52653.0,1043.25,1075.0,1037.25
2022-06-01,1128.25,23269.0,1169.75,1177.5,1112.5,646.5,306.0,670.25,670.25,645.25,17.135,712.0,17.495,17.605,17.11,1041.25,74801.0,1091.0,1098.0,1027.25
2022-05-31,1165.5,22058.0,1236.25,1237.25,1165.25,669.75,540.0,704.0,708.25,663.75,17.545,712.0,17.5,17.645,17.405,1087.5,65181.0,1157.0,1157.25,1087.5
2022-05-27,1235.25,11472.0,1226.75,1251.0,1212.0,703.75,306.0,680.5,705.75,679.75,17.47,466.0,17.315,17.55,17.14,1157.5,24192.0,1143.25,1170.25,1133.5
2022-05-26,1228.5,12692.0,1235.0,1249.0,1206.75,685.25,152.0,674.5,687.0,673.75,17.275,314.0,17.04,17.385,17.035,1143.25,36580.0,1133.0,1160.25,1115.0
2022-05-25,1233.25,18565.0,1236.0,1239.75,1192.0,680.75,304.0,674.75,681.75,658.75,17.075,350.0,17.15,17.185,16.84,1148.25,50663.0,1154.5,1158.5,1114.5
2022-05-24,1237.75,16114.0,1278.25,1291.5,1219.25,674.25,565.0,632.5,674.75,632.5,17.165,400.0,17.27,17.35,16.92,1154.75,50598.0,1196.0,1208.75,1138.0
2022-05-23,1276.5,9356.0,1262.25,1282.25,1259.0,629.75,135.0,614.5,644.25,614.25,17.27,363.0,17.13,17.465,17.13,1190.0,33317.0,1181.75,1196.75,1174.75
2022-05-20,1252.75,14159.0,1297.5,1300.0,1251.75,612.75,133.0,625.0,625.0,607.0,17.165,305.0,16.91,17.255,16.88,1168.75,38945.0,1208.0,1208.0,1168.0
2022-05-19,1295.25,15471.0,1322.75,1345.25,1277.5,627.75,153.0,644.75,644.75,617.5,16.985,358.0,16.755,17.06,16.72,1200.5,51195.0,1222.0,1247.75,1193.5
2022-05-18,1324.5,16930.0,1368.0,1368.0,1303.0,641.75,126.0,655.75,655.75,630.75,16.81,903.0,17.12,17.12,16.715,1230.75,54753.0,1278.5,1280.0,1211.5
2022-05-17,1367.75,21136.0,1370.5,1379.25,1298.5,653.75,251.0,639.5,658.5,628.25,17.165,913.0,17.8,18.04,16.88,1277.5,70789.0,1268.0,1284.0,1200.75
2022-05-16,1352.0,14407.0,1326.25,1352.0,1325.0,639.5,224.0,622.25,649.5,622.25,17.825,1134.0,17.39,18.155,17.37,1247.5,52635.0,1234.25,1247.5,1222.25
2022-05-13,1282.0,12079.0,1265.5,1292.0,1256.5,617.75,138.0,626.0,626.75,609.75,17.37,419.0,17.23,17.535,17.17,1177.5,33746.0,1172.75,1198.5,1158.5
2022-05-12,1270.0,20585.0,1201.0,1270.5,1190.25,624.5,342.0,605.25,626.5,602.25,17.175,351.0,17.02,17.22,16.985,1178.75,54186.0,1113.0,1183.0,1102.75
2022-05-11,1200.5,14731.0,1175.25,1207.25,1175.0,603.25,205.0,597.25,612.0,591.5,17.0,227.0,16.93,17.17,16.87,1113.0,31455.0,1094.75,1126.5,1094.25
2022-05-10,1175.0,12287.0,1164.25,1179.0,1156.75,599.25,199.0,621.75,621.75,596.0,16.91,437.0,16.83,17.035,16.61,1095.5,27841.0,1090.25,1107.0,1083.0
2022-05-09,1164.25,14550.0,1186.0,1200.0,1161.25,615.5,571.0,632.5,634.75,585.75,16.85,289.0,17.02,17.1,16.825,1092.75,36132.0,1120.75,1135.0,1090.0
2022-05-06,1170.5,14313.0,1173.25,1189.25,1154.0,627.5,290.0,657.5,670.0,622.25,16.995,212.0,17.07,17.185,16.95,1108.5,38116.0,1102.0,1127.5,1087.75
2022-05-05,1177.0,19647.0,1123.25,1180.0,1123.25,659.5,306.0,676.25,678.75,648.75,17.08,501.0,17.125,17.355,16.78,1106.5,45540.0,1079.0,1121.75,1077.25
2022-05-04,1123.25,15659.0,1093.0,1134.0,1091.5,678.75,214.0,674.5,685.25,672.0,17.1,271.0,17.08,17.205,17.025,1076.5,42332.0,1047.0,1089.0,1042.25
2022-05-03,1092.75,13336.0,1098.0,1114.75,1089.0,672.5,202.0,654.0,676.0,654.0,17.035,369.0,17.155,17.36,16.91,1045.5,29749.0,1056.25,1068.75,1044.0
2022-05-02,1098.0,16606.0,1100.75,1117.75,1086.75,654.0,154.0,650.75,658.75,647.0,17.165,603.0,17.49,17.49,17.045,1055.5,39695.0,1049.0,1071.5,1034.25
2022-04-29,1105.75,18665.0,1142.0,1152.75,1104.25,650.25,147.0,676.0,677.5,647.5,17.475,617.0,17.14,17.495,16.94,1055.75,36624.0,1085.0,1102.5,1054.25
2022-04-28,1141.25,14675.0,1155.25,1162.75,1140.0,671.75,158.0,670.0,679.0,665.25,17.155,544.0,16.935,17.285,16.915,1085.75,28123.0,1088.0,1106.5,1081.0
2022-04-27,1154.0,15376.0,1164.0,1165.25,1146.25,666.25,311.0,690.0,698.5,656.75,17.03,580.0,16.9,17.245,16.76,1091.25,25108.0,1092.5,1097.5,1078.25
2022-04-26,1164.5,17412.0,1159.75,1181.75,1156.5,694.0,377.0,719.5,722.25,677.25,17.1,745.0,16.755,17.17,16.745,1095.0,33152.0,1081.0,1107.0,1077.0
2022-04-25,1153.0,18944.0,1156.75,1163.75,1138.5,714.25,218.0,720.75,741.5,708.5,16.665,637.0,16.475,16.895,16.365,1072.5,36485.0,1081.75,1089.5,1055.75
2022-04-22,1149.5,12790.0,1146.75,1157.25,1133.25,718.5,203.0,708.0,722.5,706.0,16.55,709.0,16.55,16.635,16.47,1075.25,30525.0,1077.25,1085.5,1060.75
2022-04-21,1143.5,15050.0,1173.25,1174.0,1133.75,709.0,258.0,724.5,729.0,705.0,16.58,702.0,16.435,16.625,16.43,1076.5,33416.0,1103.0,1103.0,1061.75
2022-04-20,1169.5,17673.0,1176.0,1191.5,1147.5,720.5,265.0,730.5,734.5,720.25,16.385,754.0,16.4,16.58,16.345,1097.5,37920.0,1107.0,1118.5,1075.0
2022-04-19,1176.25,12752.0,1191.0,1202.25,1171.75,737.0,221.0,746.75,747.0,733.25,16.065,1492.0,16.57,17.0,15.69,1109.0,35829.0,1130.5,1143.5,1105.75
2022-04-18,1189.0,14423.0,1162.0,1198.0,1160.0,746.75,198.0,730.25,754.5,719.0,16.55,857.0,16.16,16.7,16.14,1128.75,35085.0,1111.0,1143.0,1109.25
2022-04-14,1157.25,16290.0,1175.0,1190.5,1154.0,757.0,335.0,795.0,799.75,756.75,16.195,1495.0,15.75,16.21,15.735,1104.5,38313.0,1120.0,1135.25,1102.5
2022-04-13,1178.0,20966.0,1165.75,1184.0,1144.5,796.75,235.0,801.25,806.75,791.25,15.76,700.0,15.75,15.785,15.635,1121.25,65771.0,1111.75,1131.75,1086.75
