Date, Open, High, Low, Close
06/09/22, 6.6838, 6.6987, 6.6650, 6.6923
06/08/22, 6.6707, 6.6958, 6.6628, 6.6837
06/07/22, 6.6540, 6.6790, 6.6539, 6.6708
06/06/22, 6.6603, 6.6603, 6.6394, 6.6539
06/03/22, 6.6603, 6.6607, 6.6601, 6.6603
06/02/22, 6.6863, 6.7060, 6.6595, 6.6603
06/01/22, 6.6726, 6.6989, 6.6656, 6.6863
05/31/22, 6.6606, 6.6750, 6.6515, 6.6725
05/30/22, 6.6986, 6.7024, 6.6456, 6.6611
05/27/22, 6.7389, 6.7477, 6.6924, 6.6986
05/26/22, 6.6928, 6.7492, 6.6916, 6.7389
05/25/22, 6.6536, 6.6979, 6.6536, 6.6928
05/24/22, 6.6506, 6.6800, 6.6502, 6.6537
05/23/22, 6.6930, 6.6932, 6.6465, 6.6507
05/20/22, 6.7125, 6.7317, 6.6687, 6.6930
05/19/22, 6.7545, 6.7687, 6.7121, 6.7133
05/18/22, 6.7377, 6.7575, 6.7376, 6.7545
05/17/22, 6.7862, 6.7862, 6.7240, 6.7377
05/16/22, 6.7890, 6.8026, 6.7818, 6.7862
05/13/22, 6.7870, 6.8121, 6.7777, 6.7890
05/12/22, 6.7211, 6.7963, 6.7211, 6.7870
05/11/22, 6.7347, 6.7372, 6.7128, 6.7217
05/10/22, 6.7308, 6.7403, 6.6910, 6.7347
05/09/22, 6.6665, 6.7310, 6.6665, 6.7306
05/06/22, 6.6557, 6.6951, 6.6555, 6.6665
05/05/22, 6.6083, 6.6558, 6.6019, 6.6557
05/04/22, 6.6083, 6.6086, 6.6078, 6.6083
05/03/22, 6.6085, 6.6089, 6.6078, 6.6083
05/02/22, 6.6085, 6.6087, 6.6078, 6.6082
04/29/22, 6.6263, 6.6505, 6.5846, 6.6085
04/28/22, 6.5605, 6.6307, 6.5605, 6.6263
04/27/22, 6.5568, 6.5636, 6.5484, 6.5605
04/26/22, 6.5594, 6.5620, 6.5270, 6.5568
04/25/22, 6.5017, 6.5774, 6.5013, 6.5594
04/22/22, 6.4506, 6.5067, 6.4492, 6.5017
04/21/22, 6.4192, 6.4519, 6.4090, 6.4506
04/20/22, 6.3935, 6.4193, 6.3931, 6.4192
04/19/22, 6.3672, 6.3966, 6.3670, 6.3935
04/18/22, 6.3712, 6.3784, 6.3644, 6.3672
04/15/22, 6.3784, 6.3784, 6.3689, 6.3712
04/14/22, 6.3684, 6.3805, 6.3627, 6.3784
04/13/22, 6.3661, 6.3707, 6.3637, 6.3684
04/12/22, 6.3701, 6.3746, 6.3655, 6.3661
04/11/22, 6.3651, 6.3753, 6.3646, 6.3701
04/08/22, 6.3605, 6.3671, 6.3573, 6.3651
04/07/22, 6.3596, 6.3644, 6.3579, 6.3605
04/06/22, 6.3638, 6.3757, 6.3574, 6.3596
04/05/22, 6.3634, 6.3639, 6.3629, 6.3638
04/04/22, 6.3631, 6.3636, 6.3629, 6.3634
04/01/22, 6.3400, 6.3646, 6.3399, 6.3631
03/31/22, 6.3477, 6.3549, 6.3389, 6.3400
03/30/22, 6.3642, 6.3642, 6.3475, 6.3477
03/29/22, 6.3722, 6.3735, 6.3626, 6.3642
03/28/22, 6.3663, 6.3812, 6.3657, 6.3722
03/25/22, 6.3678, 6.3682, 6.3591, 6.3663
03/24/22, 6.3724, 6.3776, 6.3676, 6.3678
03/23/22, 6.3664, 6.3765, 6.3641, 6.3724
03/22/22, 6.3560, 6.3668, 6.3557, 6.3664
03/21/22, 6.3612, 6.3663, 6.3527, 6.3560
03/18/22, 6.3470, 6.3670, 6.3470, 6.3612
03/17/22, 6.3523, 6.3527, 6.3451, 6.3470
03/16/22, 6.3706, 6.3709, 6.3437, 6.3523
03/15/22, 6.3654, 6.3848, 6.3652, 6.3706
03/14/22, 6.3398, 6.3657, 6.3397, 6.3654
03/11/22, 6.3219, 6.3399, 6.3187, 6.3398
03/10/22, 6.3177, 6.3245, 6.3157, 6.3219
03/09/22, 6.3187, 6.3271, 6.3141, 6.3177
03/08/22, 6.3208, 6.3211, 6.3098, 6.3187
03/07/22, 6.3200, 6.3258, 6.3175, 6.3208
03/04/22, 6.3202, 6.3218, 6.3155, 6.3177
03/03/22, 6.3211, 6.3212, 6.3161, 6.3200
03/02/22, 6.3126, 6.3226, 6.3109, 6.3211
03/01/22, 6.3093, 6.3147, 6.3071, 6.3126
02/28/22, 6.3175, 6.3195, 6.3065, 6.3093
02/25/22, 6.3292, 6.3292, 6.3116, 6.3171
02/24/22, 6.3150, 6.3310, 6.3109, 6.3292
02/23/22, 6.3266, 6.3311, 6.3136, 6.3150
02/22/22, 6.3353, 6.3448, 6.3237, 6.3266
02/21/22, 6.3256, 6.3365, 6.3219, 6.3353
02/18/22, 6.3384, 6.3384, 6.3252, 6.3256
02/17/22, 6.3372, 6.3393, 6.3297, 6.3384
02/16/22, 6.3392, 6.3416, 6.3341, 6.3372
02/15/22, 6.3576, 6.3576, 6.3381, 6.3392
02/14/22, 6.3546, 6.3630, 6.3546, 6.3576
02/11/22, 6.3541, 6.3657, 6.3541, 6.3546
02/10/22, 6.3627, 6.3631, 6.3537, 6.3541
02/09/22, 6.3666, 6.3666, 6.3598, 6.3627
02/08/22, 6.3327, 6.3715, 6.3327, 6.3666
02/07/22, 6.3327, 6.3327, 6.3327, 6.3327
02/04/22, 6.3610, 6.3610, 6.3610, 6.3610
02/03/22, 6.3610, 6.3610, 6.3610, 6.3610
02/02/22, 6.3610, 6.3610, 6.3610, 6.3610
02/01/22, 6.3610, 6.3610, 6.3610, 6.3610
01/31/22, 6.3610, 6.3610, 6.3610, 6.3610
01/28/22, 6.3683, 6.3683, 6.3543, 6.3610
01/27/22, 6.3209, 6.3688, 6.3209, 6.3683
01/26/22, 6.3261, 6.3261, 6.3205, 6.3209
01/25/22, 6.3308, 6.3315, 6.3242, 6.3261
01/24/22, 6.3390, 6.3390, 6.3242, 6.3308
01/21/22, 6.3411, 6.3450, 6.3368, 6.3390
01/20/22, 6.3450, 6.3464, 6.3406, 6.3411
01/19/22, 6.3530, 6.3557, 6.3436, 6.3450
01/18/22, 6.3488, 6.3542, 6.3381, 6.3530
01/17/22, 6.3528, 6.3578, 6.3434, 6.3488
01/14/22, 6.3599, 6.3617, 6.3404, 6.3528
01/13/22, 6.3584, 6.3638, 6.3568, 6.3599
01/12/22, 6.3741, 6.3741, 6.3584, 6.3584
01/11/22, 6.3762, 6.3762, 6.3704, 6.3741
01/10/22, 6.3778, 6.3778, 6.3715, 6.3762
01/07/22, 6.3830, 6.3830, 6.3723, 6.3778
01/06/22, 6.3644, 6.3848, 6.3644, 6.3830
01/05/22, 6.3548, 6.3644, 6.3530, 6.3644
01/04/22, 6.3561, 6.3562, 6.3540, 6.3548
01/03/22, 6.3559, 6.3562, 6.3559, 6.3561
12/31/21, 6.3729, 6.3785, 6.3404, 6.3559
12/30/21, 6.3683, 6.3783, 6.3682, 6.3729
12/29/21, 6.3687, 6.3725, 6.3678, 6.3683
12/28/21, 6.3713, 6.3726, 6.3673, 6.3687
12/27/21, 6.3676, 6.3732, 6.3676, 6.3713
12/24/21, 6.3703, 6.3720, 6.3676, 6.3676
12/23/21, 6.3701, 6.3716, 6.3685, 6.3703
12/22/21, 6.3721, 6.3738, 6.3683, 6.3701
12/21/21, 6.3757, 6.3761, 6.3688, 6.3721
12/20/21, 6.3754, 6.3801, 6.3752, 6.3757
12/17/21, 6.3683, 6.3845, 6.3676, 6.3754
12/16/21, 6.3676, 6.3694, 6.3651, 6.3683
12/15/21, 6.3675, 6.3681, 6.3634, 6.3676
12/14/21, 6.3670, 6.3715, 6.3616, 6.3675
12/13/21, 6.3699, 6.3700, 6.3591, 6.3670
12/10/21, 6.3776, 6.3835, 6.3616, 6.3699
12/09/21, 6.3448, 6.3785, 6.3428, 6.3776
12/08/21, 6.3670, 6.3674, 6.3442, 6.3448
12/07/21, 6.3763, 6.3763, 6.3654, 6.3669
12/06/21, 6.3764, 6.3791, 6.3669, 6.3763
12/03/21, 6.3771, 6.3776, 6.3680, 6.3764
12/02/21, 6.3681, 6.3789, 6.3668, 6.3771
12/01/21, 6.3643, 6.3721, 6.3602, 6.3681
11/30/21, 6.3881, 6.3888, 6.3642, 6.3643
11/29/21, 6.3930, 6.3930, 6.3796, 6.3881
11/26/21, 6.3869, 6.3937, 6.3862, 6.3930
11/25/21, 6.3923, 6.3930, 6.3856, 6.3869
11/24/21, 6.3919, 6.3939, 6.3856, 6.3923
11/23/21, 6.3854, 6.3935, 6.3828, 6.3919
11/22/21, 6.3872, 6.3907, 6.3762, 6.3854
11/19/21, 6.3861, 6.3909, 6.3803, 6.3872
11/18/21, 6.3780, 6.3880, 6.3753, 6.3861
11/17/21, 6.3924, 6.3935, 6.3757, 6.3780
11/16/21, 6.3832, 6.3965, 6.3669, 6.3924
11/15/21, 6.3796, 6.3852, 6.3786, 6.3832
11/12/21, 6.3907, 6.3973, 6.3792, 6.3796
11/11/21, 6.3888, 6.4079, 6.3886, 6.3906
11/10/21, 6.3928, 6.3948, 6.3840, 6.3888
11/09/21, 6.3928, 6.3972, 6.3890, 6.3928
11/08/21, 6.3989, 6.4002, 6.3924, 6.3927
11/05/21, 6.3975, 6.4045, 6.3966, 6.3989
11/04/21, 6.4068, 6.4074, 6.3917, 6.3975
11/03/21, 6.4000, 6.4069, 6.3941, 6.4068
11/02/21, 6.3977, 6.4017, 6.3958, 6.4000
11/01/21, 6.4057, 6.4070, 6.3958, 6.3977
10/29/21, 6.3919, 6.4079, 6.3887, 6.4057
10/28/21, 6.3927, 6.4048, 6.3913, 6.3919
10/27/21, 6.3830, 6.3967, 6.3811, 6.3927
10/26/21, 6.3858, 6.3864, 6.3795, 6.3830
10/25/21, 6.3849, 6.3916, 6.3801, 6.3858
10/22/21, 6.3933, 6.4011, 6.3825, 6.3849
10/21/21, 6.3938, 6.4025, 6.3878, 6.3933
10/20/21, 6.3825, 6.3977, 6.3819, 6.3939
10/19/21, 6.4297, 6.4300, 6.3813, 6.3826
10/18/21, 6.4358, 6.4393, 6.4293, 6.4296
10/15/21, 6.4400, 6.4405, 6.4260, 6.4358
10/14/21, 6.4281, 6.4401, 6.4277, 6.4399
10/13/21, 6.4490, 6.4513, 6.4271, 6.4281
10/12/21, 6.4507, 6.4580, 6.4477, 6.4489
10/11/21, 6.4433, 6.4507, 6.4346, 6.4507
10/08/21, 6.4467, 6.4514, 6.4394, 6.4433
10/07/21, 6.4467, 6.4467, 6.4467, 6.4467
10/06/21, 6.4467, 6.4467, 6.4467, 6.4467
10/05/21, 6.4467, 6.4467, 6.4467, 6.4467
10/04/21, 6.4467, 6.4467, 6.4467, 6.4467
10/01/21, 6.4467, 6.4471, 6.4463, 6.4467
09/30/21, 6.4711, 6.4746, 6.4432, 6.4463
09/29/21, 6.4598, 6.4714, 6.4594, 6.4709
09/28/21, 6.4570, 6.4622, 6.4524, 6.4603
09/27/21, 6.4667, 6.4667, 6.4556, 6.4571
09/24/21, 6.4590, 6.4696, 6.4569, 6.4667
09/23/21, 6.4623, 6.4698, 6.4531, 6.4590
09/22/21, 6.4663, 6.4734, 6.4614, 6.4623
09/21/21, 6.4662, 6.4675, 6.4659, 6.4674
09/20/21, 6.4662, 6.4669, 6.4650, 6.4661
09/17/21, 6.4576, 6.4690, 6.4473, 6.4662
09/16/21, 6.4325, 6.4586, 6.4306, 6.4576
09/15/21, 6.4394, 6.4444, 6.4314, 6.4325
09/14/21, 6.4518, 6.4523, 6.4384, 6.4394
09/13/21, 6.4443, 6.4573, 6.4443, 6.4519
09/10/21, 6.4554, 6.4571, 6.4367, 6.4443
09/09/21, 6.4618, 6.4634, 6.4532, 6.4554
09/08/21, 6.4666, 6.4666, 6.4577, 6.4618
09/07/21, 6.4582, 6.4672, 6.4543, 6.4666
09/06/21, 6.4535, 6.4596, 6.4524, 6.4582
09/03/21, 6.4565, 6.4612, 6.4333, 6.4535
09/02/21, 6.4600, 6.4635, 6.4548, 6.4565
09/01/21, 6.4607, 6.4693, 6.4591, 6.4600
08/31/21, 6.4666, 6.4723, 6.4562, 6.4607
08/30/21, 6.4718, 6.4718, 6.4657, 6.4666
08/27/21, 6.4815, 6.4878, 6.4718, 6.4718
08/26/21, 6.4760, 6.4866, 6.4726, 6.4814
08/25/21, 6.4714, 6.4796, 6.4712, 6.4760
08/24/21, 6.4815, 6.4843, 6.4694, 6.4714
08/23/21, 6.5015, 6.5015, 6.4806, 6.4815
08/20/21, 6.4949, 6.5048, 6.4941, 6.5015
08/19/21, 6.4847, 6.4985, 6.4842, 6.4948
08/18/21, 6.4861, 6.4863, 6.4794, 6.4847
08/17/21, 6.4747, 6.4872, 6.4745, 6.4861
08/16/21, 6.4774, 6.4804, 6.4728, 6.4747
08/13/21, 6.4789, 6.4833, 6.4760, 6.4774
08/12/21, 6.4792, 6.4808, 6.4737, 6.4790
08/11/21, 6.4860, 6.4883, 6.4753, 6.4792
08/10/21, 6.4863, 6.4866, 6.4784, 6.4860
08/09/21, 6.4836, 6.4885, 6.4742, 6.4863
08/06/21, 6.4614, 6.4843, 6.4614, 6.4836
08/05/21, 6.4663, 6.4671, 6.4602, 6.4614
08/04/21, 6.4703, 6.4706, 6.4562, 6.4663
08/03/21, 6.4621, 6.4705, 6.4619, 6.4704
08/02/21, 6.4615, 6.4687, 6.4595, 6.4621
07/30/21, 6.4564, 6.4679, 6.4510, 6.4615
07/29/21, 6.4909, 6.4910, 6.4561, 6.4564
07/28/21, 6.5112, 6.5114, 6.4908, 6.4909
07/27/21, 6.4828, 6.5118, 6.4742, 6.5112
07/26/21, 6.4814, 6.4874, 6.4787, 6.4828
07/23/21, 6.4707, 6.4817, 6.4680, 6.4814
07/22/21, 6.4680, 6.4708, 6.4628, 6.4707
07/21/21, 6.4850, 6.4854, 6.4660, 6.4680
07/20/21, 6.4905, 6.4906, 6.4778, 6.4850
07/19/21, 6.4792, 6.4913, 6.4775, 6.4905
07/16/21, 6.4609, 6.4797, 6.4605, 6.4792
07/15/21, 6.4693, 6.4702, 6.4573, 6.4609
07/14/21, 6.4688, 6.4770, 6.4505, 6.4692
07/13/21, 6.4756, 6.4757, 6.4628, 6.4689
07/12/21, 6.4789, 6.4790, 6.4712, 6.4756
07/09/21, 6.4907, 6.4908, 6.4788, 6.4789
07/08/21, 6.4730, 6.4909, 6.4727, 6.4906
07/07/21, 6.4792, 6.4803, 6.4625, 6.4730
07/06/21, 6.4643, 6.4793, 6.4586, 6.4792
07/05/21, 6.4731, 6.4731, 6.4580, 6.4638
07/02/21, 6.4691, 6.4851, 6.4690, 6.4730
07/01/21, 6.4572, 6.4691, 6.4572, 6.4691
06/30/21, 6.4643, 6.4645, 6.4537, 6.4572
06/29/21, 6.4561, 6.4687, 6.4544, 6.4642
06/28/21, 6.4562, 6.4648, 6.4538, 6.4561
06/25/21, 6.4720, 6.4721, 6.4511, 6.4562
06/24/21, 6.4739, 6.4824, 6.4658, 6.4720
06/23/21, 6.4813, 6.4898, 6.4712, 6.4740
06/22/21, 6.4669, 6.4816, 6.4587, 6.4815
06/21/21, 6.4531, 6.4715, 6.4477, 6.4669
06/18/21, 6.4484, 6.4532, 6.4359, 6.4531
06/17/21, 6.3974, 6.4494, 6.3970, 6.4484
06/16/21, 6.4061, 6.4063, 6.3962, 6.3975
06/15/21, 6.3987, 6.4076, 6.3987, 6.4061
06/14/21, 6.3987, 6.3987, 6.3987, 6.3987
06/11/21, 6.3933, 6.3990, 6.3855, 6.3987
06/10/21, 6.3875, 6.3955, 6.3819, 6.3933
06/09/21, 6.4005, 6.4010, 6.3835, 6.3877
06/08/21, 6.3974, 6.4007, 6.3892, 6.4005
06/07/21, 6.3952, 6.4028, 6.3936, 6.3974
06/04/21, 6.4038, 6.4121, 6.3932, 6.3952
06/03/21, 6.3811, 6.4039, 6.3808, 6.4038
06/02/21, 6.3817, 6.3912, 6.3768, 6.3811
06/01/21, 6.3700, 6.3841, 6.3621, 6.3817
05/31/21, 6.3684, 6.3740, 6.3574, 6.3700
05/28/21, 6.3833, 6.3846, 6.3631, 6.3684
05/27/21, 6.3915, 6.3972, 6.3742, 6.3832
05/26/21, 6.4110, 6.4111, 6.3877, 6.3916
05/25/21, 6.4193, 6.4196, 6.4024, 6.4110
05/24/21, 6.4342, 6.4397, 6.4181, 6.4193
05/21/21, 6.4349, 6.4367, 6.4291, 6.4342
05/20/21, 6.4350, 6.4428, 6.4325, 6.4350
05/19/21, 6.4251, 6.4394, 6.4242, 6.4350
05/18/21, 6.4392, 6.4394, 6.4196, 6.4252
05/17/21, 6.4371, 6.4438, 6.4355, 6.4392
05/14/21, 6.4520, 6.4522, 6.4301, 6.4371
05/13/21, 6.4571, 6.4576, 6.4480, 6.4520
05/12/21, 6.4292, 6.4572, 6.4285, 6.4565
05/11/21, 6.4166, 6.4326, 6.4158, 6.4292
05/10/21, 6.4325, 6.4345, 6.4103, 6.4166
05/07/21, 6.4642, 6.4664, 6.4325, 6.4325
05/06/21, 6.4737, 6.4835, 6.4638, 6.4642
05/05/21, 6.4735, 6.4739, 6.4731, 6.4736
05/04/21, 6.4736, 6.4741, 6.4733, 6.4738
05/03/21, 6.4745, 6.4746, 6.4735, 6.4737
04/30/21, 6.4720, 6.4764, 6.4651, 6.4745
04/29/21, 6.4789, 6.4790, 6.4655, 6.4720
04/28/21, 6.4831, 6.4903, 6.4788, 6.4789
04/27/21, 6.4855, 6.4906, 6.4807, 6.4831
04/26/21, 6.4954, 6.4954, 6.4843, 6.4855
04/23/21, 6.4912, 6.4996, 6.4903, 6.4954
04/22/21, 6.4908, 6.4939, 6.4824, 6.4914
04/21/21, 6.4995, 6.5019, 6.4903, 6.4909
04/20/21, 6.5103, 6.5103, 6.4925, 6.4995
04/19/21, 6.5209, 6.5314, 6.5066, 6.5102
04/16/21, 6.5228, 6.5338, 6.5183, 6.5209
04/15/21, 6.5296, 6.5413, 6.5219, 6.5228
04/14/21, 6.5441, 6.5446, 6.5292, 6.5296
04/13/21, 6.5490, 6.5532, 6.5432, 6.5441
04/12/21, 6.5530, 6.5600, 6.5443, 6.5489
04/09/21, 6.5511, 6.5615, 6.5463, 6.5530
04/08/21, 6.5425, 6.5523, 6.5423, 6.5511
04/07/21, 6.5395, 6.5461, 6.5369, 6.5425
04/06/21, 6.5669, 6.5672, 6.5395, 6.5395
04/05/21, 6.5675, 6.5678, 6.5653, 6.5669
04/02/21, 6.5654, 6.5683, 6.5597, 6.5675
04/01/21, 6.5527, 6.5775, 6.5527, 6.5654
03/31/21, 6.5720, 6.5723, 6.5460, 6.5527
03/30/21, 6.5697, 6.5752, 6.5637, 6.5720
03/29/21, 6.5415, 6.5733, 6.5414, 6.5697
03/26/21, 6.5463, 6.5464, 6.5390, 6.5415
03/25/21, 6.5246, 6.5469, 6.5246, 6.5463
03/24/21, 6.5164, 6.5266, 6.5164, 6.5246
03/23/21, 6.5078, 6.5180, 6.5063, 6.5164
03/22/21, 6.5090, 6.5125, 6.5053, 6.5078
03/19/21, 6.5063, 6.5183, 6.5019, 6.5090
03/18/21, 6.5041, 6.5108, 6.4899, 6.5063
03/17/21, 6.5059, 6.5077, 6.4991, 6.5041
03/16/21, 6.5000, 6.5067, 6.4948, 6.5059
03/15/21, 6.5085, 6.5105, 6.4970, 6.5000
03/12/21, 6.4939, 6.5086, 6.4860, 6.5085
03/11/21, 6.5059, 6.5062, 6.4839, 6.4939
03/10/21, 6.5066, 6.5173, 6.5025, 6.5059
03/09/21, 6.5261, 6.5437, 6.5045, 6.5066
03/08/21, 6.4968, 6.5311, 6.4930, 6.5261
03/05/21, 6.4700, 6.4986, 6.4700, 6.4968
03/04/21, 6.4679, 6.4720, 6.4662, 6.4700
03/03/21, 6.4705, 6.4726, 6.4568, 6.4679
03/02/21, 6.4660, 6.4753, 6.4658, 6.4706
03/01/21, 6.4752, 6.4752, 6.4597, 6.4660
02/26/21, 6.4549, 6.4790, 6.4546, 6.4752
02/25/21, 6.4566, 6.4575, 6.4463, 6.4549
02/24/21, 6.4665, 6.4665, 6.4460, 6.4566
02/23/21, 6.4648, 6.4706, 6.4573, 6.4665
02/22/21, 6.4869, 6.4869, 6.4608, 6.4648
02/19/21, 6.4882, 6.4885, 6.4864, 6.4869
02/18/21, 6.4586, 6.4894, 6.4491, 6.4882
02/17/21, 6.4581, 6.4587, 6.4579, 6.4585
02/16/21, 6.4582, 6.4584, 6.4574, 6.4581
02/15/21, 6.4582, 6.4585, 6.4580, 6.4582
02/12/21, 6.4583, 6.4586, 6.4579, 6.4582
02/11/21, 6.4582, 6.4583, 6.4579, 6.4579
02/10/21, 6.4353, 6.4586, 6.4311, 6.4582
02/09/21, 6.4487, 6.4534, 6.4327, 6.4353
02/08/21, 6.4667, 6.4667, 6.4484, 6.4487
02/05/21, 6.4718, 6.4813, 6.4617, 6.4667
02/04/21, 6.4603, 6.4719, 6.4577, 6.4718
02/03/21, 6.4576, 6.4629, 6.4560, 6.4601
02/02/21, 6.4681, 6.4699, 6.4490, 6.4576
02/01/21, 6.4277, 6.4696, 6.4277, 6.4681
01/29/21, 6.4495, 6.4669, 6.4238, 6.4277
01/28/21, 6.4836, 6.4934, 6.4492, 6.4495
01/27/21, 6.4652, 6.4866, 6.4588, 6.4836
01/26/21, 6.4798, 6.4798, 6.4637, 6.4652
01/25/21, 6.4819, 6.4863, 6.4736, 6.4798
01/22/21, 6.4621, 6.4852, 6.4614, 6.4819
01/21/21, 6.4665, 6.4666, 6.4581, 6.4621
01/20/21, 6.4790, 6.4791, 6.4633, 6.4665
01/19/21, 6.4925, 6.4927, 6.4780, 6.4790
01/18/21, 6.4808, 6.4973, 6.4782, 6.4925
01/15/21, 6.4746, 6.4814, 6.4650, 6.4808
01/14/21, 6.4681, 6.4760, 6.4624, 6.4746
01/13/21, 6.4640, 6.4716, 6.4523, 6.4681
01/12/21, 6.4808, 6.4810, 6.4585, 6.4640
01/11/21, 6.4754, 6.4923, 6.4711, 6.4808
01/08/21, 6.4782, 6.4784, 6.4622, 6.4754
01/07/21, 6.4618, 6.4791, 6.4555, 6.4782
01/06/21, 6.4563, 6.4636, 6.4515, 6.4618
01/05/21, 6.4616, 6.4672, 6.4303, 6.4563
01/04/21, 6.5330, 6.5330, 6.4587, 6.4616
01/01/21, 6.5327, 6.5330, 6.5325, 6.5330
12/31/20, 6.5233, 6.5531, 6.5153, 6.5327
12/30/20, 6.5309, 6.5368, 6.5220, 6.5233
12/29/20, 6.5371, 6.5376, 6.5276, 6.5309
12/28/20, 6.5418, 6.5432, 6.5284, 6.5371
12/25/20, 6.5301, 6.5443, 6.5199, 6.5418
12/24/20, 6.5407, 6.5408, 6.5277, 6.5301
12/23/20, 6.5433, 6.5551, 6.5329, 6.5407
12/22/20, 6.5497, 6.5537, 6.5406, 6.5433
12/21/20, 6.5370, 6.5554, 6.5370, 6.5497
12/18/20, 6.5332, 6.5450, 6.5327, 6.5370
12/17/20, 6.5328, 6.5409, 6.5293, 6.5332
12/16/20, 6.5394, 6.5459, 6.5246, 6.5328
12/15/20, 6.5508, 6.5560, 6.5388, 6.5394
12/14/20, 6.5467, 6.5515, 6.5358, 6.5508
12/11/20, 6.5455, 6.5483, 6.5359, 6.5467
12/10/20, 6.5433, 6.5528, 6.5406, 6.5455
12/09/20, 6.5332, 6.5457, 6.5208, 6.5433
12/08/20, 6.5298, 6.5391, 6.5210, 6.5332
12/07/20, 6.5316, 6.5434, 6.5295, 6.5298
12/04/20, 6.5429, 6.5522, 6.5273, 6.5316
12/03/20, 6.5634, 6.5642, 6.5427, 6.5429
12/02/20, 6.5723, 6.5723, 6.5527, 6.5634
12/01/20, 6.5789, 6.5867, 6.5613, 6.5723
11/30/20, 6.5770, 6.5945, 6.5733, 6.5789
11/27/20, 6.5756, 6.5839, 6.5720, 6.5770
11/26/20, 6.5790, 6.5792, 6.5627, 6.5756
11/25/20, 6.5919, 6.5920, 6.5731, 6.5790
11/24/20, 6.5860, 6.5927, 6.5746, 6.5919
11/23/20, 6.5630, 6.5862, 6.5552, 6.5860
11/20/20, 6.5835, 6.5836, 6.5628, 6.5630
11/19/20, 6.5607, 6.5920, 6.5604, 6.5835
11/18/20, 6.5566, 6.5650, 6.5404, 6.5607
11/17/20, 6.5847, 6.5852, 6.5498, 6.5566
11/16/20, 6.6064, 6.6064, 6.5700, 6.5847
11/13/20, 6.6130, 6.6264, 6.6050, 6.6064
11/12/20, 6.6320, 6.6337, 6.6120, 6.6130
11/11/20, 6.6157, 6.6326, 6.5931, 6.6320
11/10/20, 6.6296, 6.6296, 6.5978, 6.6157
11/09/20, 6.6114, 6.6302, 6.5796, 6.6296
11/06/20, 6.6064, 6.6376, 6.6057, 6.6114
11/05/20, 6.6535, 6.6621, 6.6035, 6.6064
11/04/20, 6.6777, 6.7496, 6.6524, 6.6535
11/03/20, 6.6915, 6.6969, 6.6765, 6.6777
11/02/20, 6.6927, 6.7007, 6.6820, 6.6915
10/30/20, 6.7150, 6.7155, 6.6794, 6.6927
10/29/20, 6.7290, 6.7294, 6.7028, 6.7150
10/28/20, 6.7055, 6.7301, 6.7054, 6.7290
10/27/20, 6.7122, 6.7243, 6.6973, 6.7055
10/26/20, 6.6868, 6.7142, 6.6786, 6.7122
10/23/20, 6.6846, 6.6927, 6.6660, 6.6868
10/22/20, 6.6511, 6.6887, 6.6464, 6.6846
10/21/20, 6.6767, 6.6767, 6.6414, 6.6511
10/20/20, 6.6822, 6.6937, 6.6761, 6.6767
10/19/20, 6.6976, 6.7037, 6.6822, 6.6822
10/16/20, 6.7254, 6.7257, 6.6948, 6.6976
10/15/20, 6.7151, 6.7354, 6.7143, 6.7254
10/14/20, 6.7467, 6.7478, 6.7136, 6.7151
10/13/20, 6.7459, 6.7608, 6.7332, 6.7466
10/12/20, 6.6947, 6.7547, 6.6947, 6.7459
10/09/20, 6.7903, 6.7908, 6.6934, 6.6947
10/08/20, 6.7906, 6.7910, 6.7901, 6.7902
10/07/20, 6.7908, 6.7910, 6.7903, 6.7905
10/06/20, 6.7908, 6.7910, 6.7903, 6.7905
10/05/20, 6.7909, 6.7909, 6.7907, 6.7908
10/02/20, 6.7908, 6.7910, 6.7903, 6.7909
10/01/20, 6.7908, 6.7910, 6.7902, 6.7903
09/30/20, 6.8165, 6.8173, 6.7896, 6.7908
09/29/20, 6.8119, 6.8276, 6.8104, 6.8165
09/28/20, 6.8238, 6.8279, 6.8100, 6.8119
09/25/20, 6.8287, 6.8337, 6.8136, 6.8238
09/24/20, 6.8104, 6.8336, 6.8094, 6.8287
09/23/20, 6.7799, 6.8131, 6.7796, 6.8104
09/22/20, 6.8052, 6.8053, 6.7720, 6.7799
09/21/20, 6.7690, 6.8055, 6.7571, 6.8052
09/18/20, 6.7651, 6.7769, 6.7512, 6.7690
09/17/20, 6.7548, 6.7800, 6.7517, 6.7650
09/16/20, 6.7818, 6.7819, 6.7548, 6.7548
09/15/20, 6.8105, 6.8106, 6.7704, 6.7818
09/14/20, 6.8344, 6.8344, 6.8088, 6.8105
09/11/20, 6.8343, 6.8393, 6.8320, 6.8344
09/10/20, 6.8333, 6.8427, 6.8274, 6.8344
09/09/20, 6.8466, 6.8561, 6.8322, 6.8333
09/08/20, 6.8307, 6.8513, 6.8280, 6.8467
09/07/20, 6.8425, 6.8425, 6.8287, 6.8307
09/04/20, 6.8468, 6.8472, 6.8355, 6.8425
09/03/20, 6.8386, 6.8495, 6.8249, 6.8469
09/02/20, 6.8285, 6.8390, 6.8220, 6.8387
09/01/20, 6.8485, 6.8491, 6.8118, 6.8284
08/31/20, 6.8654, 6.8654, 6.8426, 6.8484
08/28/20, 6.8900, 6.8937, 6.8608, 6.8654
08/27/20, 6.8860, 6.8960, 6.8748, 6.8899
